"symbol","cik","exchange","industry","sector"
"LBTYK","0001570585","NASDAQ","Telecommunications Services","Communication Services"
"DLO","0001846832","NASDAQ","Software - Infrastructure","Technology"
"PLMR","0001761312","NASDAQ","Insurance - Property & Casualty","Financial Services"
"PAGP","0001581990","NASDAQ","Oil & Gas Midstream","Energy"
"EBC","0001810546","NASDAQ","Banks - Regional","Financial Services"
"CARG","0001494259","NASDAQ","Auto - Dealerships","Consumer Cyclical"
"VRNS","0001361113","NASDAQ","Software - Infrastructure","Technology"
"WSBC","0000203596","NASDAQ","Banks - Regional","Financial Services"
"SHOO","0000913241","NASDAQ","Apparel - Footwear & Accessories","Consumer Cyclical"
"FHB","0000036377","NASDAQ","Banks - Regional","Financial Services"
"NMRK","0001690680","NASDAQ","Real Estate - Services","Real Estate"
"BRZE","0001676238","NASDAQ","Software - Application","Technology"
"COLM","0001050797","NASDAQ","Apparel - Manufacturers","Consumer Cyclical"
"AMBA","0001280263","NASDAQ","Semiconductors","Technology"
"NCNO","0001902733","NASDAQ","Software - Application","Technology"
"BLKB","0001280058","NASDAQ","Software - Application","Technology"
"QNCX","0001662774","NASDAQ","Biotechnology","Healthcare"
"CTAS","0000723254","NASDAQ","Specialty Business Services","Industrials"
"HURN","0001289848","NASDAQ","Consulting Services","Industrials"
"SYNA","0000817720","NASDAQ","Semiconductors","Technology"
"RELY","0001782170","NASDAQ","Software - Infrastructure","Technology"
"ONDS","0001646188","NASDAQ","Communication Equipment","Technology"
"XHG","0001769256","NASDAQ","Real Estate - Services","Real Estate"
"VC","0001111335","NASDAQ","Auto - Parts","Consumer Cyclical"
"RNW","0001848763","NASDAQ","Renewable Utilities","Utilities"
"AVPT","0001777921","NASDAQ","Software - Infrastructure","Technology"
"MGRC","0000752714","NASDAQ","Rental & Leasing Services","Industrials"
"VRDN","0001590750","NASDAQ","Biotechnology","Healthcare"
"CNXC","0001803599","NASDAQ","Information Technology Services","Technology"
"GT","0000042582","NASDAQ","Auto - Parts","Consumer Cyclical"
"EWTX","0001710072","NASDAQ","Biotechnology","Healthcare"
"DRVN","0001804745","NASDAQ","Auto - Dealerships","Consumer Cyclical"
"CHEF","0001517175","NASDAQ","Food Distribution","Consumer Defensive"
"PINC","0001577916","NASDAQ","Medical - Healthcare Information Services","Healthcare"
"PLUS","0001022408","NASDAQ","Software - Application","Technology"
"XRAY","0000818479","NASDAQ","Medical - Instruments & Supplies","Healthcare"
"SATS","0001415404","NASDAQ","Communication Equipment","Technology"
"DIOD","0000029002","NASDAQ","Semiconductors","Technology"
"BANR","0000946673","NASDAQ","Banks - Regional","Financial Services"
"MENS","0001954488","NASDAQ","Biotechnology","Healthcare"
"OSW","0001758488","NASDAQ","Leisure","Consumer Cyclical"
"AUPH","0001600620","NASDAQ","Biotechnology","Healthcare"
"OCUL","0001393434","NASDAQ","Biotechnology","Healthcare"
"GMAB","0001434265","NASDAQ","Biotechnology","Healthcare"
"NTCT","0001078075","NASDAQ","Software - Infrastructure","Technology"
"GSHD","0001726978","NASDAQ","Insurance - Diversified","Financial Services"
"NOVTU","0001076930","NASDAQ","Hardware, Equipment & Parts","Technology"
"MAZE","0001842295","NASDAQ","Biotechnology","Healthcare"
"APXT","0001777921","NASDAQ","Shell Companies","Financial Services"
"QDEL","0001906324","NASDAQ","Medical - Instruments & Supplies","Healthcare"
"ANIP","0001023024","NASDAQ","Drug Manufacturers - Specialty & Generic","Healthcare"
"PHVS","0001830487","NASDAQ","Biotechnology","Healthcare"
"OMCL","0000926326","NASDAQ","Medical - Healthcare Information Services","Healthcare"
"BWIN","0001781755","NASDAQ","Insurance - Brokers","Financial Services"
"NWBI","0001471265","NASDAQ","Banks - Regional","Financial Services"
"INBX","0002007919","NASDAQ","Biotechnology","Healthcare"
"ANDE","0000821026","NASDAQ","Food Distribution","Consumer Defensive"
"EXPI","0001495932","NASDAQ","Real Estate - Services","Real Estate"
"WBTN","0001997859","NASDAQ","Software - Application","Technology"
"PGY","0001883085","NASDAQ","Software - Infrastructure","Technology"
"CMPR","0001262976","NASDAQ","Advertising Agencies","Communication Services"
"RADX","0001949257","NASDAQ","Biotechnology","Healthcare"
"CHCO","0000726854","NASDAQ","Banks - Regional","Financial Services"
"RXRX","0001601830","NASDAQ","Biotechnology","Healthcare"
"DOOO","0001748797","NASDAQ","Auto - Recreational Vehicles","Consumer Cyclical"
"HDL","0001995306","NASDAQ","Restaurants","Consumer Cyclical"
"CAR","0000723612","NASDAQ","Rental & Leasing Services","Industrials"
"VECO","0000103145","NASDAQ","Semiconductors","Technology"
"ATRC","0001323885","NASDAQ","Medical - Instruments & Supplies","Healthcare"
"LILA","0001712184","NASDAQ","Telecommunications Services","Communication Services"
"HLMN","0001822492","NASDAQ","Manufacturing - Tools & Accessories","Industrials"
"JAMF","0001721947","NASDAQ","Software - Application","Technology"
"SNEX","0000913760","NASDAQ","Financial - Capital Markets","Financial Services"
"ITRI","0000780571","NASDAQ","Hardware, Equipment & Parts","Technology"
"PECO","0001476204","NASDAQ","REIT - Retail","Real Estate"
"BLBD","0001589526","NASDAQ","Auto - Manufacturers","Consumer Cyclical"
"CLBT","0001854587","NASDAQ","Software - Infrastructure","Technology"
"NAMS","0001936258","NASDAQ","Biotechnology","Healthcare"
"IAS","0001842718","NASDAQ","Advertising Agencies","Communication Services"
"UFPT","0000914156","NASDAQ","Medical - Devices","Healthcare"
"HTO","0000766829","NASDAQ","Regulated Water","Utilities"
"AZTA","0000933974","NASDAQ","Medical - Instruments & Supplies","Healthcare"
"NWL","0000814453","NASDAQ","Household & Personal Products","Consumer Defensive"
"AGIO","0001439222","NASDAQ","Biotechnology","Healthcare"
"HTZ","0001657853","NASDAQ","Rental & Leasing Services","Industrials"
"PFG","0001126328","NASDAQ","Insurance - Diversified","Financial Services"
"AVBP","0001868279","NASDAQ","Biotechnology","Healthcare"
"CHRW","0001043277","NASDAQ","Integrated Freight & Logistics","Industrials"
"CDW","0001402057","NASDAQ","Information Technology Services","Technology"
"SANM","0000897723","NASDAQ","Hardware, Equipment & Parts","Technology"
"PI","0001114995","NASDAQ","Communication Equipment","Technology"
"WABC","0000311094","NASDAQ","Banks - Regional","Financial Services"
"BGC","0001094831","NASDAQ","Financial - Capital Markets","Financial Services"
"DBVT","0001613780","NASDAQ","Biotechnology","Healthcare"
"HROW","0001360214","NASDAQ","Drug Manufacturers - Specialty & Generic","Healthcare"
"DXPE","0001020710","NASDAQ","Industrial - Distribution","Industrials"
"QUBT","0001758009","NASDAQ","Computer Hardware","Technology"
"ROCK","0000912562","NASDAQ","Construction","Industrials"
"WLDN","0001370450","NASDAQ","Engineering & Construction","Industrials"
"PENG","0001616533","NASDAQ","Hardware, Equipment & Parts","Technology"
"METCZ","0001687187","NASDAQ","Industrial Materials","Basic Materials"
"USB","0000036104","NYSE","Banks - Regional","Financial Services"
"WMB","0000107263","NYSE","Oil & Gas Midstream","Energy"
"CI","0001739940","NYSE","Medical - Healthcare Plans","Healthcare"
"PLPC","0000080035","NASDAQ","Electrical Equipment & Parts","Industrials"
"ORKA","0000907654","NASDAQ","Biotechnology","Healthcare"
"RDWR","0001094366","NASDAQ","Software - Infrastructure","Technology"
"ABOS","0001576885","NASDAQ","Biotechnology","Healthcare"
"EYPT","0001314102","NASDAQ","Biotechnology","Healthcare"
"VCTR","0001570827","NASDAQ","Asset Management","Financial Services"
"NWE","0001993004","NASDAQ","Diversified Utilities","Utilities"
"ADEA","0001803696","NASDAQ","Software - Application","Technology"
"OPRA","0001737450","NASDAQ","Internet Content & Information","Communication Services"
"ALVO","0001898416","NASDAQ","Drug Manufacturers - Specialty & Generic","Healthcare"
"NRIX","0001549595","NASDAQ","Biotechnology","Healthcare"
"GIII","0000821002","NASDAQ","Apparel - Manufacturers","Consumer Cyclical"
"BFC","0001746109","NASDAQ","Banks - Regional","Financial Services"
"DTSQU","0002017950","NASDAQ","Shell Companies","Financial Services"
"CRAI","0001053706","NASDAQ","Consulting Services","Industrials"
"REYN","0001786431","NASDAQ","Packaging & Containers","Consumer Cyclical"
"OCSL","0001414932","NASDAQ","Financial - Credit Services","Financial Services"
"KOD","0001468748","NASDAQ","Biotechnology","Healthcare"
"MGIC","0000876779","NASDAQ","Information Technology Services","Technology"
"UCTT","0001275014","NASDAQ","Semiconductors","Technology"
"WVE","0001631574","NASDAQ","Biotechnology","Healthcare"
"SEPN","0001984086","NASDAQ","Biotechnology","Healthcare"
"ANAB","0001370053","NASDAQ","Biotechnology","Healthcare"
"THRM","0000903129","NASDAQ","Auto - Parts","Consumer Cyclical"
"JFU","0001619544","NASDAQ","Information Technology Services","Technology"
"HLIT","0000851310","NASDAQ","Communication Equipment","Technology"
"LX","0001708259","NASDAQ","Financial - Credit Services","Financial Services"
"TRVG","0001683825","NASDAQ","Internet Content & Information","Communication Services"
"MLKN","0000066382","NASDAQ","Furnishings, Fixtures & Appliances","Consumer Cyclical"
"MVST","0001760689","NASDAQ","Electrical Equipment & Parts","Industrials"
"PEBO","0000318300","NASDAQ","Banks - Regional","Financial Services"
"ETN","0001551182","NYSE","Industrial - Machinery","Industrials"
"IGIC","0001794338","NASDAQ","Insurance - Diversified","Financial Services"
"ORIC","0001796280","NASDAQ","Biotechnology","Healthcare"
"EVLV","0001805385","NASDAQ","Security & Protection Services","Industrials"
"NMFC","0001496099","NASDAQ","Asset Management","Financial Services"
"OPK","0000944809","NASDAQ","Medical - Diagnostics & Research","Healthcare"
"LUNR","0001844452","NASDAQ","Aerospace & Defense","Industrials"
"MDXG","0001376339","NASDAQ","Biotechnology","Healthcare"
"EVER","0001640428","NASDAQ","Internet Content & Information","Communication Services"
"OCS","0001953530","NASDAQ","Biotechnology","Healthcare"
"PRCH","0001784535","NASDAQ","Software - Application","Technology"
"STKH","0001828098","NASDAQ","Packaged Foods","Consumer Defensive"
"CCOI","0001158324","NASDAQ","Telecommunications Services","Communication Services"
"IAC","0001800227","NASDAQ","Internet Content & Information","Technology"
"CRMLW","0001951089","NASDAQ","Industrial Materials","Basic Materials"
"HBNC","0000706129","NASDAQ","Banks - Regional","Financial Services"
"STRD","0001050446","NASDAQ","Financial - Capital Markets","Financial Services"
"SAIA","0001177702","NASDAQ","Trucking","Industrials"
"SIRI","0000908937","NASDAQ","Entertainment","Communication Services"
"AVDL","0001012477","NASDAQ","Drug Manufacturers - Specialty & Generic","Healthcare"
"MMYT","0001495153","NASDAQ","Travel Services","Consumer Cyclical"
"DAWN","0001845337","NASDAQ","Biotechnology","Healthcare"
"WIX","0001576789","NASDAQ","Software - Infrastructure","Technology"
"FA","0001210677","NASDAQ","Specialty Business Services","Industrials"
"SBLK","0001386716","NASDAQ","Marine Shipping","Industrials"
"EXTR","0001078271","NASDAQ","Communication Equipment","Technology"
"SBSI","0000705432","NASDAQ","Banks - Regional","Financial Services"
"SLN","0001479615","NASDAQ","Biotechnology","Healthcare"
"SLDP","0001844862","NASDAQ","Electrical Equipment & Parts","Industrials"
"NTLA","0001652130","NASDAQ","Biotechnology","Healthcare"
"GSM","0001639877","NASDAQ","Industrial Materials","Basic Materials"
"BTQ","0001821866","NASDAQ","Software - Infrastructure","Technology"
"SWIM","0001833197","NASDAQ","Construction","Industrials"
"EQBK","0001227500","NASDAQ","Banks - Regional","Financial Services"
"DAKT","0000915779","NASDAQ","Hardware, Equipment & Parts","Technology"
"WLFC","0001018164","NASDAQ","Rental & Leasing Services","Industrials"
"FLYW","0001580560","NASDAQ","Information Technology Services","Technology"
"ODP","0000800240","NASDAQ","Specialty Retail","Consumer Cyclical"
"WRLD","0000108385","NASDAQ","Financial - Credit Services","Financial Services"
"QNST","0001117297","NASDAQ","Advertising Agencies","Communication Services"
"MOFG","0001412665","NASDAQ","Banks - Regional","Financial Services"
"INDI","0001841925","NASDAQ","Semiconductors","Technology"
"CRNX","0001658247","NASDAQ","Biotechnology","Healthcare"
"ITRN","0001337117","NASDAQ","Communication Equipment","Technology"
"FWRD","0000912728","NASDAQ","Integrated Freight & Logistics","Industrials"
"ALMS","0001847367","NASDAQ","Biotechnology","Healthcare"
"BLDP","0001453015","NASDAQ","Industrial - Machinery","Industrials"
"MCRI","0000907242","NASDAQ","Gambling, Resorts & Casinos","Consumer Cyclical"
"BTX","0001836057","NASDAQ","Biotechnology","Healthcare"
"CRML","0001951089","NASDAQ","Industrial Materials","Basic Materials"
"VINP","0001826286","NASDAQ","Asset Management","Financial Services"
"MATW","0000063296","NASDAQ","Conglomerates","Industrials"
"CTLP","0000896429","NASDAQ","Information Technology Services","Technology"
"OLPX","0001868726","NASDAQ","Specialty Retail","Consumer Cyclical"
"GDYN","0001743725","NASDAQ","Information Technology Services","Technology"
"UDMY","0001607939","NASDAQ","Education & Training Services","Consumer Defensive"
"CCBG","0000726601","NASDAQ","Banks - Regional","Financial Services"
"HEPS","0001850235","NASDAQ","Specialty Retail","Consumer Cyclical"
"CMPX","0001738021","NASDAQ","Biotechnology","Healthcare"
"BTBT","0001710350","NASDAQ","Financial - Capital Markets","Financial Services"
"GOSS","0001728117","NASDAQ","Biotechnology","Healthcare"
"DNUT","0001857154","NASDAQ","Grocery Stores","Consumer Defensive"
"CAC","0000750686","NASDAQ","Banks - Regional","Financial Services"
"WYFI","0002042022","NASDAQ","Information Technology Services","Technology"
"KE","0001606757","NASDAQ","Electrical Equipment & Parts","Industrials"
"ADSE","0001879248","NASDAQ","Electrical Equipment & Parts","Industrials"
"TIPT","0001393726","NASDAQ","Insurance - Specialty","Financial Services"
"FDUS","0001513363","NASDAQ","Asset Management","Financial Services"
"MYGN","0000899923","NASDAQ","Medical - Diagnostics & Research","Healthcare"
"HTLD","0000799233","NASDAQ","Trucking","Industrials"
"BETR","0001835856","NASDAQ","Financial - Mortgages","Financial Services"
"ACDC","0001881487","NASDAQ","Oil & Gas Equipment & Services","Energy"
"NVX","0001859795","NASDAQ","Electrical Equipment & Parts","Industrials"
"PRAA","0001185348","NASDAQ","Financial - Credit Services","Financial Services"
"EZPW","0000876523","NASDAQ","Financial - Credit Services","Financial Services"
"CBRL","0001067294","NASDAQ","Restaurants","Consumer Cyclical"
"DCBO","0001829959","NASDAQ","Software - Application","Technology"
"ORGO","0001661181","NASDAQ","Drug Manufacturers - Specialty & Generic","Healthcare"
"SABR","0001597033","NASDAQ","Travel Services","Consumer Cyclical"
"ARBKL","0001841675","NASDAQ","Asset Management - Cryptocurrency","Financial Services"
"CRVS","0001626971","NASDAQ","Biotechnology","Healthcare"
"SPFI","0001163668","NASDAQ","Banks - Regional","Financial Services"
"FISI","0000862831","NASDAQ","Banks - Regional","Financial Services"
"ALAR","0001725332","NASDAQ","Software - Infrastructure","Technology"
"SRDX","0000924717","NASDAQ","Medical - Devices","Healthcare"
"FCBC","0000859070","NASDAQ","Banks - Regional","Financial Services"
"CGNT","0001824814","NASDAQ","Software - Infrastructure","Technology"
"VSTM","0001526119","NASDAQ","Biotechnology","Healthcare"
"ELVN","0001672619","NASDAQ","Biotechnology","Healthcare"
"LXEO","0001907108","NASDAQ","Biotechnology","Healthcare"
"CSTL","0001447362","NASDAQ","Medical - Diagnostics & Research","Healthcare"
"SPT","0001517375","NASDAQ","Software - Application","Technology"
"ACIC","0001401521","NASDAQ","Insurance - Property & Casualty","Financial Services"
"VTYX","0001851194","NASDAQ","Biotechnology","Healthcare"
"TASK","0001829864","NASDAQ","Information Technology Services","Technology"
"EVO","0001412558","NASDAQ","Drug Manufacturers - Specialty & Generic","Healthcare"
"NWPX","0001001385","NASDAQ","Manufacturing - Metal Fabrication","Industrials"
"NIU","0001744781","NASDAQ","Auto - Manufacturers","Consumer Cyclical"
"FMNB","0000709337","NASDAQ","Banks - Regional","Financial Services"
"ARKO","0001823794","NASDAQ","Specialty Retail","Consumer Cyclical"
"TATT","0000808439","NASDAQ","Aerospace & Defense","Industrials"
"AXTI","0001051627","NASDAQ","Semiconductors","Technology"
"MGPI","0000835011","NASDAQ","Beverages - Wineries & Distilleries","Consumer Defensive"
"MRVI","0001823239","NASDAQ","Biotechnology","Healthcare"
"GAIN","0001321741","NASDAQ","Asset Management","Financial Services"
"LXRX","0001062822","NASDAQ","Biotechnology","Healthcare"
"AROW","0000717538","NASDAQ","Banks - Regional","Financial Services"
"APPS","0000317788","NASDAQ","Software - Application","Technology"
"GBFH","0001791145","NASDAQ","Banks - Regional","Financial Services"
"ZVRA","0001434647","NASDAQ","Biotechnology","Healthcare"
"CD","0001527762","NASDAQ","Financial - Capital Markets","Financial Services"
"MVIS","0000065770","NASDAQ","Hardware, Equipment & Parts","Technology"
"FBIZ","0001521951","NASDAQ","Banks - Regional","Financial Services"
"NETD","0001854458","NASDAQ","Shell Companies","Financial Services"
"SIGA","0001010086","NASDAQ","Drug Manufacturers - Specialty & Generic","Healthcare"
"STKL","0000351834","NASDAQ","Packaged Foods","Consumer Defensive"
"SGHT","0001531177","NASDAQ","Medical - Devices","Healthcare"
"DEFT","0001888274","NASDAQ","Financial - Capital Markets","Financial Services"
"GLAD","0001143513","NASDAQ","Asset Management","Financial Services"
"ADP","0000008670","NASDAQ","Staffing & Employment Services","Industrials"
"PATK","0000076605","NASDAQ","Furnishings, Fixtures & Appliances","Consumer Cyclical"
"BFST","0001624322","NASDAQ","Banks - Regional","Financial Services"
"HSTM","0001095565","NASDAQ","Medical - Healthcare Information Services","Healthcare"
"BBBY","0000886158","NASDAQ","Specialty Retail","Consumer Cyclical"
"KALV","0001348911","NASDAQ","Biotechnology","Healthcare"
"HBT","0000775215","NASDAQ","Banks - Regional","Financial Services"
"NMRA","0001885522","NASDAQ","Biotechnology","Healthcare"
"CFFN","0001490906","NASDAQ","Banks - Regional","Financial Services"
"CNDT","0001677703","NASDAQ","Information Technology Services","Technology"
"PNRG","0000056868","NASDAQ","Oil & Gas Exploration & Production","Energy"
"PCB","0001423869","NASDAQ","Banks - Regional","Financial Services"
"PLBC","0001168455","NASDAQ","Banks - Regional","Financial Services"
"CBAN","0000711669","NASDAQ","Banks - Regional","Financial Services"
"LFCR","0001005286","NASDAQ","Drug Manufacturers - Specialty & Generic","Healthcare"
"WALD","0001840199","NASDAQ","Software - Application","Technology"
"III","0001371489","NASDAQ","Information Technology Services","Technology"
"NWFL","0001013272","NASDAQ","Banks - Regional","Financial Services"
"REFI","0001867949","NASDAQ","REIT - Mortgage","Real Estate"
"BLZE","0001462056","NASDAQ","Software - Infrastructure","Technology"
"WW","0000105319","NASDAQ","Personal Products & Services","Consumer Cyclical"
"THRY","0001556739","NASDAQ","Internet Content & Information","Communication Services"
"LMNR","0001342423","NASDAQ","Agricultural Farm Products","Consumer Defensive"
"ACHV","0000949858","NASDAQ","Biotechnology","Healthcare"
"FINW","0001856365","NASDAQ","Banks - Regional","Financial Services"
"PVBC","0001778784","NASDAQ","Banks - Regional","Financial Services"
"RNGT","0002078653","NASDAQ","Asset Management","Financial Services"
"AZ","0001866030","NASDAQ","Software - Application","Technology"
"KINS","0000033992","NASDAQ","Insurance - Property & Casualty","Financial Services"
"TLSA","0001723069","NASDAQ","Biotechnology","Healthcare"
"TCX","0000909494","NASDAQ","Software - Infrastructure","Technology"
"ELVA","0001844450","NASDAQ","Electrical Equipment & Parts","Industrials"
"FNKO","0001704711","NASDAQ","Leisure","Consumer Cyclical"
"STEX","0001530766","NASDAQ","Asset Management","Financial Services"
"LAFA","0002079106","NASDAQ","Shell Companies","Financial Services"
"SCIIU","0002076739","NASDAQ","Asset Management","Financial Services"
"SGMO","0001001233","NASDAQ","Biotechnology","Healthcare"
"SAVA","0001069530","NASDAQ","Biotechnology","Healthcare"
"IPEX","0002028355","NASDAQ","Asset Management","Financial Services"
"CGEN","0001119774","NASDAQ","Biotechnology","Healthcare"
"FTCI","0001828161","NASDAQ","Solar","Energy"
"HCMA","0001845368","NASDAQ","Shell Companies","Financial Services"
"LUCD","0001799011","NASDAQ","Medical - Devices","Healthcare"
"CHRS","0001512762","NASDAQ","Biotechnology","Healthcare"
"HIND","0001427570","NASDAQ","Biotechnology","Healthcare"
"LAFAR","0002079106","NASDAQ","Asset Management","Financial Services"
"SPRO","0001701108","NASDAQ","Biotechnology","Healthcare"
"SPWR","0000867773","NASDAQ","Solar","Energy"
"STTK","0001680367","NASDAQ","Biotechnology","Healthcare"
"ORMP","0001176309","NASDAQ","Biotechnology","Healthcare"
"AEI","0001750106","NASDAQ","Real Estate - Development","Real Estate"
"OPXS","0001397016","NASDAQ","Aerospace & Defense","Industrials"
"SORA","0002033515","NASDAQ","Apparel - Footwear & Accessories","Consumer Cyclical"
"CODA","0001334325","NASDAQ","Aerospace & Defense","Industrials"
"PLRX","0001746473","NASDAQ","Biotechnology","Healthcare"
"ADVM","0001501756","NASDAQ","Biotechnology","Healthcare"
"RPTX","0001808158","NASDAQ","Biotechnology","Healthcare"
"CMTL","0000023197","NASDAQ","Communication Equipment","Technology"
"VXRT","0000072444","NASDAQ","Biotechnology","Healthcare"
"ONCY","0001129928","NASDAQ","Biotechnology","Healthcare"
"LE","0000799288","NASDAQ","Specialty Retail","Consumer Cyclical"
"VHC","0001082324","NASDAQ","Software - Infrastructure","Technology"
"PROP","0001162896","NASDAQ","Financial - Capital Markets","Financial Services"
"CSBR","0000771856","NASDAQ","Biotechnology","Healthcare"
"ELWS","0001944399","NASDAQ","Software - Application","Technology"
"UCL","0001775898","NASDAQ","Telecommunications Services","Communication Services"
"MTC","0001742518","NASDAQ","Software - Application","Technology"
"BODI","0001826889","NASDAQ","Internet Content & Information","Communication Services"
"DCTH","0000872912","NASDAQ","Medical - Devices","Healthcare"
"SRTS","0001494891","NASDAQ","Medical - Devices","Healthcare"
"IFRX","0001708688","NASDAQ","Biotechnology","Healthcare"
"RGS","0000716643","NASDAQ","Personal Products & Services","Consumer Cyclical"
"FRST","0001325670","NASDAQ","Banks - Regional","Financial Services"
"HMR","0002029471","NASDAQ","Marine Shipping","Industrials"
"NNBR","0000918541","NASDAQ","Conglomerates","Industrials"
"PTLO","0001871509","NASDAQ","Restaurants","Consumer Cyclical"
"IMUX","0001280776","NASDAQ","Biotechnology","Healthcare"
"CDLX","0001666071","NASDAQ","Advertising Agencies","Communication Services"
"GGR","0001886190","NASDAQ","Auto - Parts","Consumer Cyclical"
"FSEA","0001943802","NASDAQ","Banks - Regional","Financial Services"
"LHSW","0002004024","NASDAQ","Information Technology Services","Technology"
"DSWL","0000946936","NASDAQ","Hardware, Equipment & Parts","Technology"
"PODC","0001940177","NASDAQ","Internet Content & Information","Communication Services"
"SEAT","0001856031","NASDAQ","Internet Content & Information","Communication Services"
"HOLO","0001841209","NASDAQ","Hardware, Equipment & Parts","Technology"
"ESHA","0001918661","NASDAQ","Shell Companies","Financial Services"
"SLNH","0000064463","NASDAQ","Hardware, Equipment & Parts","Technology"
"FUSE","0002033383","NASDAQ","Software - Application","Technology"
"KOSS","0000056701","NASDAQ","Consumer Electronics","Technology"
"DFLI","0001847986","NASDAQ","Electrical Equipment & Parts","Industrials"
"KZR","0001645666","NASDAQ","Biotechnology","Healthcare"
"IOBT","0001865494","NASDAQ","Biotechnology","Healthcare"
"TECTP","0001766526","NASDAQ","Banks - Regional","Financial Services"
"ACET","0001720580","NASDAQ","Biotechnology","Healthcare"
"HKIT","0001742341","NASDAQ","Software - Application","Technology"
"JUNS","0001679628","NASDAQ","Biotechnology","Healthcare"
"LASE","0001807887","NASDAQ","Industrial - Machinery","Industrials"
"ACB","0001683541","NASDAQ","Drug Manufacturers - Specialty & Generic","Healthcare"
"RAVE","0000718332","NASDAQ","Restaurants","Consumer Cyclical"
"CLIR","0001434524","NASDAQ","Industrial - Pollution & Treatment Controls","Industrials"
"RCON","0001442620","NASDAQ","Oil & Gas Equipment & Services","Energy"
"BTM","0001901799","NASDAQ","Financial - Capital Markets","Financial Services"
"SPKL","0001884046","NASDAQ","Shell Companies","Financial Services"
"USIO","0001088034","NASDAQ","Information Technology Services","Technology"
"WTMA","0001866226","NASDAQ","Shell Companies","Financial Services"
"TVRD","0001742947","NASDAQ","Biotechnology","Healthcare"
"VNCE","0001579157","NASDAQ","Apparel - Manufacturers","Consumer Cyclical"
"RMCO","0001843656","NASDAQ","Asset Management","Financial Services"
"GSIW","0001954269","NASDAQ","Financial - Capital Markets","Financial Services"
"INTJ","0001916416","NASDAQ","Consulting Services","Industrials"
"BEEM","0001398805","NASDAQ","Solar","Energy"
"RVSN","0001743905","NASDAQ","Railroads","Industrials"
"OSRH","0001840425","NASDAQ","Biotechnology","Healthcare"
"LULU","0001397187","NASDAQ","Apparel - Retail","Consumer Cyclical"
"AGRI","0001826397","NASDAQ","Agricultural Farm Products","Consumer Defensive"
"ON","0001097864","NASDAQ","Semiconductors","Technology"
"TPST","0001544227","NASDAQ","Biotechnology","Healthcare"
"MRKR","0001094038","NASDAQ","Biotechnology","Healthcare"
"BTCS","0001436229","NASDAQ","Financial - Capital Markets","Financial Services"
"LAKE","0000798081","NASDAQ","Apparel - Manufacturers","Consumer Cyclical"
"CDT","0001896212","NASDAQ","Biotechnology","Healthcare"
"EXAS","0001124140","NASDAQ","Medical - Diagnostics & Research","Healthcare"
"ERIE","0000922621","NASDAQ","Insurance - Brokers","Financial Services"
"RMCF","0001616262","NASDAQ","Food Confectioners","Consumer Defensive"
"BMRN","0001048477","NASDAQ","Biotechnology","Healthcare"
"CODX","0001692415","NASDAQ","Medical - Devices","Healthcare"
"GRNQ","0001597846","NASDAQ","Consulting Services","Industrials"
"ARTW","0000007623","NASDAQ","Agricultural - Machinery","Industrials"
"KOYNW","0002068454","NASDAQ","Asset Management","Financial Services"
"REBN","0001707910","NASDAQ","Restaurants","Consumer Cyclical"
"TKLF","0001836242","NASDAQ","Household & Personal Products","Consumer Defensive"
"EDUC","0000031667","NASDAQ","Publishing","Communication Services"
"ELPW","0002015691","NASDAQ","Electrical Equipment & Parts","Industrials"
"ARBB","0001930179","NASDAQ","Information Technology Services","Technology"
"MRM","0001819704","NASDAQ","Personal Products & Services","Consumer Cyclical"
"AIMD","0001014763","NASDAQ","Biotechnology","Healthcare"
"CMND","0001892500","NASDAQ","Biotechnology","Healthcare"
"SCKT","0000944075","NASDAQ","Computer Hardware","Technology"
"JZXN","0001816172","NASDAQ","Auto - Dealerships","Consumer Cyclical"
"GRDX","0001590036","NASDAQ","Software - Services","Technology"
"WATT","0001575793","NASDAQ","Hardware, Equipment & Parts","Technology"
"ZDAI","0001966678","NASDAQ","Agricultural - Machinery","Industrials"
"APM","0001734005","NASDAQ","Biotechnology","Healthcare"
"ASPC","0001890361","NASDAQ","Shell Companies","Financial Services"
"MMLP","0001176334","NASDAQ","Oil & Gas Midstream","Energy"
"BMRA","0000073290","NASDAQ","Medical - Devices","Healthcare"
"PRPH","0000868278","NASDAQ","Drug Manufacturers - Specialty & Generic","Healthcare"
"HPAIW","0002001699","NASDAQ","Software - Infrastructure","Technology"
"SSKN","0001051514","NASDAQ","Medical - Devices","Healthcare"
"HIHO","0001026785","NASDAQ","Manufacturing - Metal Fabrication","Industrials"
"AGMH","0001705402","NASDAQ","Software - Application","Technology"
"SNTG","0001810467","NASDAQ","Financial - Credit Services","Financial Services"
"CSIQ","0001375877","NASDAQ","Solar","Energy"
"FLGC","0001790169","NASDAQ","Drug Manufacturers - Specialty & Generic","Healthcare"
"BKYI","0001019034","NASDAQ","Security & Protection Services","Industrials"
"GNLN","0001743745","NASDAQ","Tobacco","Consumer Defensive"
"SUNE","0000022701","NASDAQ","Engineering & Construction","Industrials"
"WNW","0001787803","NASDAQ","Specialty Retail","Consumer Cyclical"
"POAI","0001446159","NASDAQ","Medical - Instruments & Supplies","Healthcare"
"ATON","0001095435","NASDAQ","Asset Management","Financial Services"
"MYSZ","0001211805","NASDAQ","Software - Application","Technology"
"MACIW","0002016221","NASDAQ",NULL,"Financial Services"
